"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"2678",6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6
"459",6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6
"2696",5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6
"46",7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
"3373",5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
"2400",6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6
"2484",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
"1075",6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6
"4515",6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5
"4703",6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
"2838",7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6
"124",6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6
"1287",6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7
"4176",6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7
"2765",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
"656",7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6
"149",6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7
"1320",6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5
"892",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
"147",5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6
"894",7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7
"4060",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
"1054",9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4
"2103",6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
"3983",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
"1275",8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
"1658",7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6
"1657",5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
"3720",6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
"2209",7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
"3318",5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6
"3146",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"4501",7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6
"128",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
"4494",6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
"3378",7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6
"2956",7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5
"3170",5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
"1552",6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6
"633",6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
"1865",7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
"1058",7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5
"2496",6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5
"3279",6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
"3850",8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
"4035",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
"4520",5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
"4705",6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,6
"4222",6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
"1048",7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
"2488",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
"4441",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
"3165",7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
"595",6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
"577",8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
"3651",6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
"4053",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5
"2662",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6
"3041",6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5
"4445",5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
"3101",6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7
"866",6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6
"4079",5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6
"4049",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
"2511",6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6
"391",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
"4385",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
"203",6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5
"2680",7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
"2768",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
"2355",6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6
"859",6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
"1188",6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
"480",6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6
"2888",6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5
"2794",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
"309",6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7
"1582",9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
"1098",6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
"1499",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
"2682",7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6
"2910",6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6
"4145",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
"4431",8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5
"2952",7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
"1251",5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
"4134",5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
"2525",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
"4697",6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6
"2265",6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6
"3912",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6
"1485",7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3
"2851",6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5
"1196",7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6
"2390",6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
"2865",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
"3201",5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7
"204",6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6
"3380",7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
"2271",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
"3668",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
"4819",6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,6
"4467",6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5
"4817",6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6
"3845",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
"492",7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
"913",6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
"3752",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
"1405",9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5
"1787",7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
"3746",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"4735",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6
"4790",5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6
"73",6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
"1669",7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
"4771",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"4496",6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6
"1000",7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7
"3383",6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
"3374",6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
"2365",6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5
"790",7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
"3196",7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6
"2886",6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6
"1102",6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6
"4775",7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4
"1927",6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
"3664",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
"837",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
"3127",7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7
"1853",6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
"827",6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
"53",6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
"164",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"1789",8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5
"4325",5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
"2800",6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,7
"4860",6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6
"3694",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
"118",7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
"3691",5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
"4562",6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
"2155",9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4
"1259",6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6
"2746",6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7
"4506",6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
"327",7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6
"2373",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4
"1570",6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5
"116",5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4
"1008",5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5
"745",7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,5
"2512",6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6
"2376",7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6
"1617",6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6
"4346",7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6
"4762",6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
"3332",6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
"709",7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6
"1431",7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4
"1169",7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5
"1646",7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
"3634",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
"2932",5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
"1707",6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6
"4167",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
"1622",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
"3115",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
"4148",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
"4018",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6
"4604",5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6
"233",8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6
"1344",6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6
"1957",7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
"1285",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
"2362",8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5
"2018",9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
"4061",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
"1294",6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4
"3578",7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
"3920",6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
"1559",6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4
"3642",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
"3916",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
"1308",9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5
"1765",6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
"843",8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
"3434",6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
"2630",5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5
"273",5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5
"4331",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
"3523",6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
"4179",5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7
"634",6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5
"2450",6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
"4680",4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5
"3418",6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4
"4510",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
"1352",6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7
"3453",8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5
"4429",6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
"4511",6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6
"2538",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
"2282",6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6
"3663",6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4
"952",7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
"1411",7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6
"3346",6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
"1864",6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
"4068",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5
"1524",8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6
"60",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
"3636",5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
"534",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"3229",6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6
"121",5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5
"766",7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
"4189",5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
"2359",7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,5
"1637",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
"1796",6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6
"2693",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
"4071",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5
"1682",6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
"2150",6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6
"3175",6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8
"2731",6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5
"4211",6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
"2572",7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6
"3195",5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5
"2378",7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6
"1423",5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
"2161",6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6
"2379",9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5
"4578",6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6
"498",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
"759",7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
"2314",6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
"860",6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5
"2859",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
"4477",6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
"670",6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5
"3877",6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5
"3822",6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6
"1602",8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6
"2730",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
"1511",8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
"4319",6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
"578",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
"3135",6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6
"4402",7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
"1696",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
"3566",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
"1414",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
"3155",7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6
"522",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
"4789",6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5
"588",6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7
"184",6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6
"3355",5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
"1807",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
"607",7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
"1628",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
"3740",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"3297",6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
"4259",5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6
"227",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
"1064",6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5
"2828",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
"3123",5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6
"4044",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
"852",8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
"712",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
"4024",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
"904",5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
"986",6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
"1366",6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
"3217",7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
"2669",9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6
"799",5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6
"3621",6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
"1458",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
"4673",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,5
"1370",7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5
"3592",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5
"3795",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5
"2853",7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5
"2536",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
"3501",6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
"1545",8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
"4465",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
"2193",7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
"2571",6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
"3598",6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6
"2009",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
"3767",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
"883",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
"2919",5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6
"4006",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
"4561",5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6
"3745",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"4051",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
"4243",5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
